x,y,z
0.0,0.0,0.0
-5.599029393587612e-07,-8.173274523963435e-07,0.00011741170350647205
-3.4864141894387392e-06,-2.476094467664519e-06,0.00046903222504335605
-1.0843515393498293e-05,-4.920311596109695e-06,0.0010505656149026614
-2.311182396158795e-05,-9.795661194757032e-06,0.0018709255284250098
-4.016119530006727e-05,-1.6921640743071298e-05,0.002926654353501487
-6.498550783323231e-05,-2.3648409937959048e-05,0.004216437345254447
-0.00010088731194542042,-2.6947360670252925e-05,0.005732182799454341
-0.00014957577315026987,-2.5275059148905013e-05,0.007494648868215287
-0.0002101642267268627,-1.7843856656833654e-05,0.009495248486135175
-0.0002800372372244959,-6.371630816936447e-06,0.011735925123954764
-0.0003552853543043789,5.207355055182871e-06,0.014220246259619993
-0.00043130251441299923,1.5317040855666316e-05,0.0169074966291296
-0.0005079723582144708,2.453316592958159e-05,0.019830735394394384
-0.0005835948319628248,3.331336114620653e-05,0.022973067283480943
-0.0006564167169999578,4.229876672945121e-05,0.02633246087932198
-0.0007244701403948166,5.17960315951542e-05,0.029883396929249604
-0.0007870825113308961,6.182099744284817e-05,0.03369189543032365
-0.000842973251648933,7.167774447324892e-05,0.03768813066174377
-0.0008936933172730936,8.13237057551554e-05,0.04189252774371897
-0.0009399586086239106,9.109374556119727e-05,0.04630205677620956
-0.0009822972364627836,0.00010126242158742139,0.05088444645498851
-0.001022498410569297,0.00011204958836779857,0.05569342331148208
-0.0010611537932682048,0.000122846419108911,0.060666150090489326
-0.0010992740440038148,0.00013334965754600037,0.0658614829676825
-0.0011371602839007236,0.00014356555105734007,0.07124642629521569
-0.001174618643434416,0.00015272666821221787,0.07681807807442542
-0.0012109325744057893,0.00016004594873056066,0.08257454422216035
-0.0012465119548598503,0.00016573680160961082,0.08851514744948816
-0.0012821021662608762,0.00016985421675503424,0.09460062194702124
-0.001318505469474628,0.00017272355237938752,0.10090533092575382
-0.0013552217503195012,0.00017519145386559533,0.10739123400060363
-0.0013918269782910635,0.00017775878661451306,0.11405774035752167
-0.001427639242304732,0.0001803113119725111,0.12086168973476953
-0.001462224420491403,0.00018316286568861973,0.12788823108493166
-0.001495256194168489,0.00018625671564143155,0.1350513831241752
-0.0015277223139834246,0.0001896775290720883,0.14244040909912772
-0.0015591567644553156,0.00019327555626537542,0.15001144604734032
-0.0015890773460919116,0.00019638946335066499,0.15776459761934078
-0.0016173947040456719,0.00019889362887853527,0.1657000292676194
-0.0016445344528072132,0.00020130378563824723,0.17381744112905154
-0.0016708654930467247,0.00020443619912200947,0.18211603598076814
-0.0016966406239968448,0.00020823329733478412,0.1905951433492936
-0.0017219131500058698,0.00021208408746159984,0.19925396815965526
-0.0017465295027562714,0.0002159795398567069,0.20803589120417698
-0.0017710699058270311,0.00022044829922850454,0.21704852366730196
-0.001795454205535332,0.00022550662075434123,0.22623655198858592
-0.0018190028234235905,0.00023087988575623815,0.23559858771854805
-0.0018411731626360713,0.00023616990853985223,0.24513287350398635
-0.0018620310062962312,0.0002410239378810045,0.2547768488558326
-0.001882384403109852,0.000245118261523681,0.2646489593700019
-0.0019025718113440083,0.00024844577973376965,0.2746887975446391
-0.001922867948593252,0.00025187352079120677,0.28489480002578654
-0.0019435371132149719,0.00025568064145146073,0.2952007612122004
-0.001965039546689437,0.00026001592836890405,0.30573377491074977
-0.0019871993125719334,0.00026502851074543927,0.316430192066166
-0.0020098447824513275,0.00027016087150403086,0.32728930406141277
-0.0020327460279303327,0.00027450882134014967,0.33830990805193717
-0.002055637493950778,0.0002781399278955281,0.3494912508687136
-0.0020777068304429582,0.0002816760865156918,0.3608333180998337
-0.0020979875435313106,0.00028510184471172554,0.3722644784513167
-0.0021168593209469778,0.000288039273747132,0.38392671138055867
-0.002134671332039905,0.0002901884036138155,0.3957495558186532
-0.0021513225638008586,0.00029122510550948097,0.4077328610178134
-0.002166304654754184,0.00029067348204710994,0.41995221260320315
-0.002179477616522665,0.0002884846048601049,0.43218073186610273
-0.002191166611777603,0.00028521851815477316,0.4445671516516334
-0.0022013077861530637,0.00028175917886490647,0.45719021956660216
-0.002210712354363996,0.0002787318794305495,0.469973234281308
-0.0022203193688740846,0.00027687355202618856,0.4829161050339993
-0.002230534622037279,0.0002765824059049897,0.49593698640945605
-0.0022418321500489186,0.00027779163735828117,0.5091967499353197
-0.0022538413741840313,0.00028067348993460076,0.5226146450152838
-0.002265955481491226,0.0002847481218897873,0.5361903821333603
-0.002278253489671513,0.00028875851388344883,0.5498378264229448
-0.002291586569724257,0.00029258081640246524,0.5637259060789542
-0.002306251527454855,0.0002969051248999981,0.577770275827096
-0.002322080600617079,0.0003018206544324931,0.5919704704657993
-0.0023392166092063207,0.0003070031415251362,0.6063254612039906
-0.002357832827768707,0.00031268491781607025,0.620834218010221
-0.002377797043181588,0.00031938119263494346,0.6354048583488893
-0.0023992014506750573,0.0003270125469382505,0.6502176719197097
-0.0024215488612450925,0.00033533813465353666,0.6652755807659229
-0.0024440240194019635,0.0003442688939940304,0.6802994118602159
-0.002466935082224107,0.00035358282233328726,0.6955669553861871
-0.002490346737329271,0.00036274231534126064,0.7109852777032709
-0.0025143871382853774,0.0003717190814405245,0.7264572779078181
-0.0025393811186729775,0.0003805866969298232,0.742174761855036
-0.002565141557095654,0.00038921074713230196,0.7580418917285018
-0.00259145993549447,0.0003974697749701849,0.7740583273509919
