error_direction
15.378391
13.834477
13.720456
0.62011397
5.4382815
7.477848
4.9283996
5.184382
7.5258904
7.7884645
3.759993
1.4514632
1.9180458
1.7686241
2.2467937
1.347626
1.0012736
0.9716984
1.2241762
1.0006168
1.2592916
2.2517123
3.5072026
3.1311297
4.183791
5.1161
3.0338664
1.9008667
2.4372334
2.423162
2.525311
2.6389086
3.185042
3.7144127
0.29597083
0.19152968
0.17786878
0.06654727
0.12843598
0.08883252
-0.08645148
-0.009389123
-0.01733911
0.10465663
0.34474733
0.45786956
0.81590104
1.1523895
1.5922236
1.6354544
1.5037029
0.8406198
1.2186551
0.6567888
0.8658488
1.5410845
2.2201056
2.0300996
0.62340236
0.7001873
1.4116006
1.9715726
1.1286428
0.98508286
2.6048734
17.56117
21.437668
14.576109
13.859553
