error_dist
1.500873
1.469562
1.3928483
1.3847951
1.1688604
1.2038629
1.3565563
1.0691609
0.8991723
1.1186484
1.0928746
0.91746205
1.0208902
1.004585
1.2843211
1.3204137
1.5001534
1.4028294
1.2805713
1.3687997
1.3140188
1.2801576
1.057678
0.8862012
0.9431218
0.860517
0.8390256
0.57204765
0.51878285
0.5575924
0.67627966
0.7329756
0.49866134
0.57181865
0.47774678
0.48744553
0.7374463
0.6111344
0.7896119
0.7722621
0.98057324
1.1136632
0.9370439
0.9489626
0.8089814
1.3396008
1.5183392
1.4973862
1.4976636
1.3310715
