error_direction
117.949486
65.42418
60.15044
66.235054
22.048176
18.252096
13.564832
16.519459
26.212868
7.3643084
8.079474
8.820272
5.7760444
5.5043983
6.382932
4.5190506
3.8903556
1.7859972
3.659937
3.0907898
2.7395105
2.6348197
4.420991
7.213647
6.4659886
7.6376047
8.576696
7.9318466
5.9617534
10.733966
8.435138
1.6757298
0.7020738
2.2357805
4.754832
6.004017
11.010273
16.424047
16.710972
13.752853
5.164081
2.3734372
3.98206
3.4538827
19.514378
9.980105
2.4332943
2.765324
2.5594864
