error_direction
131.40396
124.51504
132.55325
120.41679
110.00563
210.17615
47.889324
13.443523
1.2234783
1.4491673
4.7925982
1.1584098
0.26967227
1.9497807
3.2394204
0.5816387
0.42623255
0.2920967
0.43178394
0.5536475
0.8679893
1.5321982
0.6171677
0.2666207
0.051814858
0.560863
0.6567656
0.4612241
0.49756393
0.28937128
0.17126131
0.26488847
0.526263
0.69703066
0.44958577
0.5388229
0.7776766
0.8347424
1.1155553
0.5565233
0.45358253
0.705088
0.6985539
1.0224931
0.4953064
0.5775595
1.1151202
1.5249219
0.9878547
0.5161276
0.4882404
0.05631957
0.04189127
-0.003537789
-0.0032635897
0.0009059541
0.027299568
-0.070250146
0.10407169
-0.018706612
0.057535052
0.10294184
0.13326952
0.24520351
0.35892466
0.48339185
0.28041142
0.21636826
0.27655888
0.19738817
0.25037327
0.34918278
0.5787101
0.72321904
0.7340301
3.1167016
2.0171335
0.07242044
1.246386
1.3399527
1.4762287
2.5011961
2.1304524
1.6024988
1.0986371
2.0517461
3.150218
2.9728253
3.5819077
2.0326939
1.6496193
0.92736876
2.1697423
1.8886123
2.0269868
2.1179707
1.2240515
0.6782571
0.6097487
0.3457681
0.38222265
0.3175809
0.31566903
0.43650103
0.52836263
0.57630634
0.44525263
0.38873795
0.4500904
0.37700933
0.7400793
1.2001665
0.7312007
0.6448554
0.26803267
1.6974587
2.6720257
3.4570613
1.7088752
3.9334764
4.112484
4.0504804
1.4292123
1.0757465
5.091618
4.948274
5.0380898
6.774339
13.122415
51.934177
42.96385
48.994675
45.77792
42.579502
39.251472
45.814503
