error_direction
107.79813
58.686172
30.271572
8.333866
4.885095
2.5658593
1.841291
1.6230376
2.3385382
1.2807274
1.2594361
0.88035166
0.6519724
0.47232446
0.9783027
2.229069
2.3315446
1.574578
0.20529741
0.41204047
0.29827663
0.92204463
0.30429664
0.38889512
0.4975505
0.65703297
0.58173525
1.2197595
1.4280324
3.5931091
2.398283
1.9448338
1.6958916
2.6159859
2.5515895
2.4830425
2.3359838
2.694376
0.42096624
1.2406731
1.0726347
0.06378296
0.86518586
1.7748764
3.0497808
2.177858
0.9533062
1.1376567
1.5695763
1.6416457
0.7224542
0.71415436
0.40232888
0.118507005
0.26385105
0.39615434
0.3787947
0.42070916
1.0590625
0.7230935
3.15836
3.9068408
0.6113274
4.077085
5.434757
5.887447
6.0595374
6.547959
6.1579137
5.6979895
5.6907644
5.6478267
6.146206
5.421313
4.2598763
3.7598834
2.7875352
3.4862766
4.9958324
4.6969824
3.731021
3.3423648
3.0231586
3.1431584
0.32655698
0.31608647
0.28338197
0.1923238
0.388713
0.53099084
0.5331726
0.7017144
0.58134246
0.33139518
0.69919753
0.31603482
1.4350939
1.6322854
0.69183743
0.3956701
0.28321874
2.093406
4.411627
3.1128278
3.744873
3.1720924
3.6175241
5.2622213
0.6510005
0.82058024
0.6493101
2.2976003
7.06213
10.865094
4.997637
34.764885
79.14995
92.06729
