error_dist
0.9439475
1.08099
0.46604216
0.30622697
0.29238456
0.4886436
0.55515146
0.5630443
0.8088053
0.68210596
0.20448916
0.29773134
0.5022276
0.30473608
0.6345764
1.0646188
1.2988809
0.6805801
0.5658022
0.19983856
0.3724264
0.53644437
0.44207966
0.046874154
0.41345292
0.7503749
0.66016114
0.5506357
1.1221324
1.8827142
1.9858087
1.5788897
1.5131423
1.2532039
1.3807863
1.8440565
1.339005
1.1714485
0.3893729
0.7089368
0.5161686
0.08188217
1.0320426
1.217347
1.6089156
1.7573395
1.6440151
1.5172654
1.5164508
1.8496976
1.252263
1.2903967
0.40188164
0.26976705
0.1846001
0.22067134
0.37909573
1.1572421
1.2177798
0.9617428
1.1491095
1.0360457
0.37637883
0.9641757
1.6830821
1.4570191
1.3484962
1.5573092
1.1282781
1.568062
1.4945894
1.7469295
2.0561833
2.0397666
2.0180862
2.0034642
1.7357235
1.5163149
1.7477007
1.7134444
1.6012903
1.6119274
1.8298734
1.2158048
0.45778728
0.177931
0.41379106
0.32435644
0.40013182
0.55667055
0.46283162
0.5992667
0.6131501
0.4804036
0.89336264
0.2157294
0.6096689
0.95951825
1.1427636
0.84995484
0.4788865
0.652253
1.2717736
1.1776766
1.2761015
1.1215447
1.3017634
1.4415642
1.3698326
1.2175795
1.5336162
1.347397
1.3373058
1.464143
1.4118557
0.58056086
0.41802806
1.4651589
1.3635787
