error_dist
1.5131328
1.5039297
1.5016916
1.4849464
1.4553342
0.43777293
0.8005062
0.99296844
0.7906708
0.53936356
0.5633854
1.1337094
1.3446094
1.4704247
1.3276811
1.3979212
1.4572355
1.5842441
1.2004043
1.2855153
1.0651305
1.3666275
1.3086696
0.05277114
0.72871494
1.2823559
1.3312566
1.5656208
1.3106545
1.3140873
1.2217475
1.0046387
0.89145434
0.8741604
1.1429201
0.9379778
0.5983489
0.73167485
0.87481904
0.9131065
0.9328049
0.8289153
0.51209086
0.38705528
0.48530728
0.9147894
0.9463428
1.464178
1.3924509
1.4044248
1.4210216
1.3714695
1.2290227
1.6733831
1.5955899
1.6072096
1.2976085
1.2484941
0.99769884
0.80470896
0.960898
1.186603
1.3113273
1.2385604
0.9563815
1.319587
1.7362267
1.7330503
1.1697885
0.7749244
1.1301515
1.2612433
1.2319801
1.2722169
1.5021855
1.64686
1.6580888
1.4815822
1.0777557
0.6905392
1.1268436
0.57552207
0.39166057
0.6547447
0.25452662
1.347483
1.9664737
1.4735049
0.3372566
0.7874168
0.49819237
0.8272714
0.5475316
0.7035322
0.7128777
0.61740243
1.1195832
0.89572227
1.0915382
1.2318534
1.1414242
1.296384
1.3005409
0.6429266
0.90426046
1.0797387
1.0372226
1.1371603
1.2575078
1.3961561
0.95932055
0.68044394
0.78198045
0.5237711
0.3588044
0.5079897
0.54834723
0.7914377
0.6846414
0.49670953
0.31947863
0.21429811
0.49688464
0.8113519
0.92287093
1.2343016
1.6417001
1.6571634
1.2249842
0.70020115
1.47115
1.4822152
1.5041564
1.4991999
1.4979525
1.3729229
