Time (s),X (rad/s),Y (rad/s),Z (rad/s)
341995.708654629,-0.141647,-0.161316,-0.546082
341995.713598477,-0.183182,-0.134689,-0.574844
341995.718542325,-0.202362,-0.100601,-0.612122
341995.723455655,-0.191711,-0.054794,-0.673904
341995.728399503,-0.150162,0.0251009999999999,-0.762329
341995.73334335,-0.074524,0.125229,-0.847549
341995.738287198,0.025604,0.227493,-0.907196
341995.743231045,0.143845,0.32338,-0.931702
341995.748144376,0.255707,0.393677,-0.937027
341995.753088223,0.332397,0.440552,-0.931702
341995.758032071,0.363297,0.456528,-0.916794
341995.762945401,0.357971,0.451202,-0.881638
341995.767889249,0.331329,0.429901,-0.824112
341995.772833096,0.292984,0.388351,-0.748474
341995.777776944,0.255707,0.340424,-0.657928
341995.782720792,0.227997,0.286087,-0.558853
341995.787664639,0.210953,0.244537,-0.461914
341995.792608487,0.205627,0.222168,-0.357529
341995.797552335,0.216293,0.217911,-0.25206
341995.802465665,0.237595,0.223236,-0.148727
341995.807409512,0.271683,0.237091,-0.058182
341995.81235336,0.314285,0.264786,0.0174409999999999
341995.817297208,0.365417,0.302063,0.086685
341995.822241055,0.425079,0.353195,0.153809
341995.827154385,0.488998,0.418182,0.224106
341995.832098233,0.548645,0.486359,0.299744
341995.837042081,0.58699,0.553467,0.376434
341995.841985928,0.601913,0.606735,0.441422
341995.846929776,0.592331,0.65361,0.49469
341995.851843106,0.565689,0.693024,0.534103
341995.856786954,0.534805,0.723907,0.56073
341995.861700284,0.499649,0.753738,0.576706
341995.866644131,0.465561,0.777176,0.588425
341995.871587979,0.427216,0.797424,0.599075
341995.876531827,0.387787,0.8134,0.60228
341995.881475674,0.348373,0.824051,0.605469
341995.886419522,0.304703,0.83577,0.604416
341995.89136337,0.258896,0.848557,0.606537
341995.896307217,0.219482,0.867722,0.613998
341995.901251065,0.181137,0.893295,0.622513
341995.906164395,0.144913,0.922058,0.629974
341995.911108243,0.115082,0.951874,0.633163
341995.91605209,0.087387,0.975311,0.638504
341995.920995938,0.0607599999999999,0.992355,0.642761
341995.925939786,0.0234679999999999,1.007278,0.639557
341995.930853116,-0.017014,1.021118,0.634232
341995.935796963,-0.060684,1.032837,0.624649
341995.940740811,-0.103287,1.03923,0.604416
341995.945684659,-0.139511,1.04776,0.583099
341995.950628506,-0.17041,1.056274,0.563934
341995.955541837,-0.199173,1.0616,0.538361
341995.960485684,-0.21727,1.062668,0.512802
341995.965429532,-0.224731,1.058411,0.485092
341995.970342862,-0.226868,1.045624,0.454208
341995.975317227,-0.226868,1.029648,0.422241
341995.980261075,-0.221542,1.005142,0.392426
341995.985204922,-0.215149,0.972122,0.363663
341995.99014877,-0.204498,0.933777,0.338089
341995.995092618,-0.197037,0.894363,0.312531
341996.000036465,-0.185318,0.856003,0.288025
341996.004980313,-0.172531,0.815521,0.267792
341996.009893643,-0.167206,0.780365,0.250748
341996.014837491,-0.169342,0.747345,0.230499
341996.019781338,-0.185318,0.714325,0.212387
341996.024725186,-0.207687,0.679169,0.197479
341996.029669034,-0.231125,0.646149,0.180435
341996.034582364,-0.254562,0.613129,0.160187
341996.039526212,-0.278,0.579041,0.141022
341996.044470059,-0.298233,0.547073,0.118652
341996.049413907,-0.315277,0.51619,0.096283
341996.054357754,-0.332321,0.488495,0.077103
341996.059271085,-0.346176,0.465057,0.05687
341996.064214932,-0.360016,0.44162,0.034485
341996.069128262,-0.369614,0.42244,0.014252
341996.074041592,-0.373871,0.409668,-0.008118
341996.07898544,-0.371735,0.40007,-0.029419
341996.083929288,-0.36322,0.391556,-0.04541
341996.088873135,-0.347244,0.384094,-0.054993
341996.093816983,-0.321671,0.372375,-0.069901
341996.098760831,-0.289719,0.368118,-0.085876
341996.103704678,-0.254562,0.36705,-0.097595
341996.108648526,-0.219406,0.361725,-0.099731
341996.113592374,-0.190643,0.370239,-0.099731
341996.118505704,-0.16188,0.383026,-0.1008
341996.123449551,-0.139511,0.392609,-0.103989
341996.128393399,-0.124603,0.411789,-0.112518
341996.133337247,-0.120331,0.429901,-0.122101
341996.138250577,-0.123535,0.442688,-0.139145
341996.143194424,-0.136322,0.442688,-0.149796
341996.148138272,-0.15123,0.439484,-0.155121
341996.15308212,-0.16188,0.424576,-0.153
341996.158025967,-0.168274,0.394745,-0.145538
341996.162969815,-0.165085,0.352142,-0.13382
341996.167913663,-0.149094,0.296738,-0.119965
341996.172826993,-0.119278,0.243484,-0.1008
341996.17777084,-0.0755919999999999,0.208328,-0.06778
341996.182714688,-0.0265959999999999,0.191284,-0.020905
341996.187658536,0.035187,0.18808,0.0302279999999999
341996.192602383,0.1076349999999999,0.206192,0.082428
341996.197515713,0.179001,0.237091,0.123978
341996.202459561,0.24292,0.283966,0.151672
341996.207403409,0.291916,0.336151,0.170853
341996.212347256,0.326004,0.385162,0.187897
341996.217260587,0.331329,0.412857,0.207062
341996.222204434,0.311096,0.421371,0.225174
341996.227148282,0.285522,0.436295,0.252869
341996.232092129,0.261032,0.438416,0.297607
341996.237035977,0.249313,0.411789,0.345551
341996.241979825,0.251434,0.363861,0.389221
341996.246893155,0.265289,0.319107,0.424377
341996.25186752,0.287659,0.267975,0.459534
341996.256811368,0.313232,0.204071,0.503204
341996.261755215,0.330276,0.126297,0.555405
341996.266699063,0.344116,0.054932,0.61293
341996.271642911,0.366486,0.0133819999999999,0.676849
341996.276586758,0.403778,-0.0057979999999999,0.737564
341996.281530606,0.458099,-0.038818,0.768463
341996.286474454,0.517761,-0.062256,0.778046
341996.291418301,0.565689,-0.06012,0.779114
341996.296362149,0.601913,-0.03775,0.767395
341996.301275479,0.625351,0.006989,0.731171
341996.306219327,0.63707,0.069839,0.683243
341996.311163174,0.63707,0.139084,0.633163
341996.316107022,0.622147,0.210449,0.575653
341996.32105087,0.589127,0.2733,0.512802
341996.325994717,0.539062,0.324432,0.441422
341996.330908047,0.478348,0.357468,0.365784
341996.335851895,0.409103,0.376633,0.283768
341996.340795743,0.337723,0.388351,0.198547
341996.34573959,0.268478,0.379837,0.116516
341996.35065292,0.203506,0.370239,0.037689
341996.355596768,0.158768,0.3564,-0.0390169999999999
341996.360540616,0.128937,0.327637,-0.1146389999999999
341996.365484463,0.114014,0.279694,-0.189209
341996.370428311,0.120407,0.21579,-0.258453
341996.375372159,0.155563,0.139084,-0.32663
341996.380316006,0.208832,0.0570529999999999,-0.395874
341996.385259854,0.263153,-0.024963,-0.458725
341996.390173184,0.315353,-0.100601,-0.503464
341996.395117032,0.35051,-0.17836,-0.532227
341996.400060879,0.367554,-0.255066,-0.553528
341996.40497421,0.360092,-0.322174,-0.559921
341996.409918057,0.333466,-0.378632,-0.558853
341996.414861905,0.294052,-0.434036,-0.550339
341996.419805753,0.248245,-0.488358,-0.537552
341996.4247496,0.200302,-0.536301,-0.521576
341996.429693448,0.151306,-0.575714,-0.506668
341996.434606778,0.104431,-0.617249,-0.494949
341996.439550626,0.069275,-0.659866,-0.488556
341996.444494473,0.051163,-0.692886,-0.488556
341996.449438321,0.044785,-0.724854,-0.494949
341996.454351651,0.053299,-0.749344,-0.5056
341996.459295499,0.066086,-0.76532,-0.513062
341996.464208829,0.087387,-0.773849,-0.51944
341996.469091641,0.108688,-0.769592,-0.522644
341996.474035489,0.123611,-0.76532,-0.522644
341996.479009854,0.132126,-0.754669,-0.520508
341996.483953702,0.121475,-0.740829,-0.511993
341996.488928067,0.099106,-0.724854,-0.502396
341996.493841397,0.069275,-0.700348,-0.489624
341996.498754727,0.03093,-0.672653,-0.475769
341996.503698575,-0.017014,-0.636429,-0.441681
341996.508642422,-0.0596159999999999,-0.614059,-0.404404
341996.513555753,-0.09584,-0.589554,-0.372437
341996.5184996,-0.12886,-0.55867,-0.335159
341996.523443448,-0.158691,-0.523514,-0.29361
341996.528387295,-0.177856,-0.487289,-0.25206
341996.533300626,-0.190643,-0.454269,-0.209457
341996.538244473,-0.201294,-0.41272,-0.175369
341996.543188321,-0.209824,-0.372238,-0.139145
341996.548132169,-0.215149,-0.334961,-0.103989
341996.553076016,-0.218338,-0.295547,-0.070969
341996.558019864,-0.2258,-0.260391,-0.04007
341996.562933194,-0.237518,-0.225235,-0.014511
341996.567846524,-0.251358,-0.193283,0.012115
341996.572820889,-0.266281,-0.163452,0.036621
341996.577795254,-0.285446,-0.134689,0.061127
341996.582739102,-0.301437,-0.105927,0.083496
341996.58768295,-0.313156,-0.073975,0.108002
341996.592626797,-0.322739,-0.047333,0.130371
341996.597540128,-0.323807,-0.023895,0.151672
341996.602483975,-0.315277,0.003799,0.167648
341996.607427823,-0.300369,0.030426,0.184692
341996.612341153,-0.274796,0.061325,0.199615
341996.617285001,-0.241776,0.086884,0.210266
341996.622228848,-0.206619,0.109253,0.219849
341996.627172696,-0.166138,0.127365,0.228363
341996.632086026,-0.126724,0.131622,0.231567
341996.637029874,-0.091568,0.131622,0.236893
341996.641973721,-0.064941,0.124176,0.243286
341996.646917569,-0.047897,0.11351,0.24968
341996.651861417,-0.038315,0.096466,0.261398
341996.656805264,-0.039383,0.073044,0.27417
341996.661749112,-0.050034,0.048538,0.291214
341996.666631924,-0.069199,0.019775,0.306137
341996.671575772,-0.101166,-0.0047299999999999,0.316788
341996.67651962,-0.146973,-0.0207059999999999,0.321045
341996.681493985,-0.205566,-0.029236,0.314651
341996.686437833,-0.265213,-0.03775,0.298676
341996.69138168,-0.31955,-0.034561,0.291214
341996.69629501,-0.36322,-0.0153809999999999,0.281631
341996.701238858,-0.388779,0.0016629999999999,0.258194
341996.706182706,-0.393051,0.006989,0.217712
341996.711096036,-0.376007,-0.0057979999999999,0.156998
341996.716039883,-0.341919,-0.033493,0.082428
341996.720983731,-0.297165,-0.07077,0.0025329999999999
341996.725927579,-0.246033,-0.113388,-0.070969
341996.730871426,-0.197037,-0.160263,-0.14447
341996.735815274,-0.160812,-0.200729,-0.212646
341996.740728604,-0.130997,-0.238022,-0.270172
341996.745672452,-0.104355,-0.276367,-0.320236
341996.750616299,-0.079865,-0.304062,-0.360718
341996.755560147,-0.060684,-0.317917,-0.388412
341996.760503995,-0.045776,-0.332825,-0.407593
341996.765447842,-0.039383,-0.349869,-0.418243
341996.770330655,-0.036179,-0.369049,-0.413986
341996.77530502,-0.04364,-0.392487,-0.396942
341996.780248868,-0.070267,-0.41272,-0.376694
341996.785192715,-0.105423,-0.437225,-0.344742
341996.790136563,-0.139511,-0.475571,-0.307465
341996.795049893,-0.172531,-0.503265,-0.28508
341996.799993741,-0.188507,-0.510727,-0.279755
341996.804937588,-0.193848,-0.501144,-0.289352
341996.809881436,-0.187454,-0.462784,-0.315979
341996.814825284,-0.171463,-0.391418,-0.371368
341996.819738614,-0.150162,-0.300873,-0.4534
341996.824682462,-0.117142,-0.205002,-0.549271
341996.829626309,-0.071335,-0.111252,-0.640884
341996.834570157,-0.013809,-0.0292359999999999,-0.720779
341996.839514004,0.055435,0.045334,-0.790024
341996.844457852,0.119354,0.107132,-0.83902
341996.849371182,0.176865,0.140152,-0.865662
341996.85431503,0.222672,0.142273,-0.875244
341996.859258878,0.255707,0.119904,-0.867783
341996.864202725,0.273804,0.075165,-0.841156
341996.869146573,0.280197,0.0282899999999999,-0.791092
341996.87409042,0.279129,-0.013245,-0.729309
341996.879034268,0.277008,-0.038818,-0.65686
341996.883947598,0.271683,-0.049469,-0.579102
341996.888891446,0.257828,-0.049469,-0.49707
341996.893835294,0.233337,-0.044144,-0.419312
341996.898748624,0.203506,-0.033493,-0.344742
341996.903692471,0.167282,-0.020706,-0.273376
341996.908636319,0.126801,-0.0036619999999999,-0.204132
341996.913580167,0.090591,0.022964,-0.13382
341996.918524014,0.056503,0.064514,-0.064575
341996.923437344,0.020279,0.128433,-0.002792
341996.928381192,-0.0106199999999999,0.206192,0.0515289999999999
341996.93332504,-0.025528,0.295685,0.102676
341996.938268887,-0.027664,0.385162,0.156998
341996.943212735,-0.019135,0.458664,0.210266
341996.948126065,-0.00209,0.525772,0.259262
341996.953069913,0.0234679999999999,0.596085,0.302933
341996.95801376,0.053299,0.670654,0.343414
341996.96292709,0.084198,0.740952,0.383896
341996.967901456,0.110825,0.80275,0.416916
341996.972784268,0.137451,0.853882,0.445679
341996.977728116,0.164093,0.893295,0.473373
341996.982702481,0.18219,0.926315,0.501083
341996.987646329,0.184326,0.952942,0.526642
341996.992590176,0.176865,0.978516,0.547943
341996.997534024,0.166214,1.008347,0.567123
341997.002447354,0.153442,1.044556,0.585236
341997.007391202,0.143845,1.07225,0.601212
341997.012335049,0.133194,1.099945,0.615067
341997.017278897,0.119354,1.127655,0.626785
341997.022222745,0.103363,1.151077,0.639557
341997.027136075,0.082062,1.173462,0.650208
341997.032079922,0.054367,1.194763,0.653412
341997.03702377,0.025604,1.20755,0.650208
341997.041967618,-0.005295,1.214996,0.643829
341997.046911465,-0.030853,1.212875,0.629974
341997.051824795,-0.054291,1.202225,0.611862
341997.056768643,-0.070267,1.189438,0.588425
341997.061712491,-0.080917,1.175583,0.567123
341997.066656338,-0.086243,1.156418,0.541565
341997.071600186,-0.087311,1.131912,0.515991
341997.076513516,-0.086243,1.105286,0.489365
341997.081457364,-0.086243,1.079712,0.465927
341997.086401212,-0.084122,1.04776,0.44249
341997.091314542,-0.08519,1.009399,0.42012
341997.096258389,-0.090515,0.971054,0.399872
341997.101171719,-0.103287,0.929504,0.380707
341997.106146085,-0.120331,0.886902,0.364731
341997.111059415,-0.138443,0.842163,0.347687
341997.116003262,-0.15976,0.798477,0.330643
341997.12094711,-0.183182,0.762268,0.316788
341997.125890958,-0.209824,0.726044,0.306137
341997.130804288,-0.237518,0.693024,0.296555
341997.135748135,-0.260956,0.654678,0.283768
341997.140691983,-0.279068,0.616318,0.264587
341997.145635831,-0.298233,0.581161,0.245407
341997.150579678,-0.316345,0.546021,0.225174
341997.155523526,-0.334457,0.508728,0.201736
341997.160436856,-0.353638,0.470383,0.176178
341997.165380704,-0.36322,0.43309,0.148468
341997.170324551,-0.366409,0.396881,0.117584
341997.175268399,-0.364288,0.362793,0.083496
341997.180212247,-0.36322,0.332962,0.050476
341997.185156094,-0.364288,0.30101,0.02597
341997.190099942,-0.368546,0.277573,0.001465
341997.19504379,-0.371735,0.256256,-0.0177
341997.199987637,-0.370682,0.237091,-0.037949
341997.204931485,-0.358963,0.217911,-0.058182
341997.209875333,-0.347244,0.200867,-0.074158
341997.21481918,-0.329132,0.187027,-0.086945
341997.219763028,-0.313156,0.176361,-0.095474
341997.224676358,-0.297165,0.171036,-0.099731
341997.229620206,-0.279068,0.168915,-0.096542
341997.234564053,-0.25882,0.17424,-0.09227
341997.239507901,-0.232193,0.185959,-0.09227
341997.244421231,-0.208755,0.194473,-0.096542
341997.249365079,-0.189575,0.198746,-0.107193
341997.259252774,-0.167206,0.204071,-0.13382
341997.264196622,-0.162949,0.208328,-0.14447
341997.269140469,-0.168274,0.217911,-0.148727
341997.274053799,-0.175735,0.22644,-0.145538
341997.278997647,-0.189575,0.236023,-0.134888
341997.283941495,-0.201294,0.233887,-0.124237
341997.288854825,-0.214081,0.220047,-0.106125
341997.29382919,-0.22261,0.199799,-0.094406
341997.298773038,-0.230057,0.176361,-0.089081
341997.303716885,-0.228989,0.164642,-0.080551
341997.308660733,-0.22261,0.163589,-0.072037
341997.313604581,-0.205566,0.171036,-0.062454
341997.318517911,-0.182129,0.191284,-0.049667
341997.323461758,-0.150162,0.224304,-0.032623
341997.328405606,-0.116074,0.266922,-0.021973
341997.333349454,-0.08519,0.312729,-0.010254
341997.338293301,-0.061752,0.360657,-0.0017239999999999
341997.343237149,-0.045776,0.416046,0.008926
341997.348150479,-0.039383,0.47464,0.028107
341997.353094327,-0.045776,0.509796,0.053665
341997.358038174,-0.06601,0.527908,0.083496
341997.362982022,-0.09584,0.542816,0.113327
341997.367895352,-0.130997,0.555603,0.137817
341997.3728392,-0.166138,0.56839,0.151672
341997.37775253,-0.189575,0.589691,0.153809
341997.38266586,-0.201294,0.595016,0.159134
341997.387609708,-0.202362,0.579041,0.171906
341997.392553555,-0.194901,0.558792,0.186829
341997.397466885,-0.185318,0.531097,0.213455
341997.402410733,-0.17041,0.49382,0.250748
341997.407354581,-0.15123,0.440552,0.297607
341997.412298428,-0.123535,0.370239,0.350876
341997.417211758,-0.091568,0.291412,0.402008
341997.427099454,-0.0074159999999999,0.114578,0.509598
341997.432043301,0.038391,0.031494,0.56926
341997.436987149,0.086319,-0.039886,0.624649
341997.441930997,0.142776,-0.084625,0.664062
341997.446844327,0.207764,-0.098465,0.690689
341997.451788174,0.279129,-0.077164,0.702408
341997.456732022,0.352646,-0.033493,0.702408
341997.46167587,0.420822,0.018707,0.696014
341997.4665892,0.481537,0.070908,0.680038
341997.471533047,0.528412,0.124176,0.655548
341997.476476895,0.568893,0.172104,0.624649
341997.481420743,0.597656,0.212585,0.580978
341997.48636459,0.615753,0.244537,0.535172
341997.491308438,0.626419,0.271179,0.481903
341997.496221768,0.621094,0.291412,0.426514
341997.501165616,0.597656,0.308456,0.371109
341997.506109463,0.550781,0.312729,0.319977
341997.511053311,0.480469,0.31485,0.272049
341997.515997159,0.395248,0.312729,0.225174
341997.520941006,0.299377,0.31485,0.17511
341997.525854337,0.206696,0.321243,0.11972
341997.530798184,0.112961,0.3255,0.066452
341997.535742032,0.023468,0.318054,0.01532
341997.540685879,-0.061752,0.310593,-0.020905
341997.545629727,-0.13205,0.289291,-0.056061
341997.550543057,-0.193848,0.256256,-0.099731
341997.555486905,-0.250305,0.220047,-0.142349
341997.560430753,-0.295044,0.181686,-0.174301
341997.5653746,-0.325928,0.126297,-0.198807
341997.570318448,-0.336594,0.071976,-0.222244
341997.575231778,-0.333389,0.020844,-0.233948
341997.580175626,-0.321671,-0.035614,-0.246735
341997.585119473,-0.302505,-0.087814,-0.261658
341997.590063321,-0.270538,-0.135757,-0.274429
341997.595007169,-0.232193,-0.175171,-0.29361
341997.599920499,-0.19278,-0.213516,-0.31279
341997.604864346,-0.152298,-0.249741,-0.330887
341997.609838712,-0.115005,-0.288086,-0.357529
341997.614782559,-0.081985,-0.326431,-0.389481
341997.619726407,-0.052155,-0.35733,-0.422501
341997.624670254,-0.030853,-0.388229,-0.4534
341997.629583585,-0.014877,-0.408463,-0.481094
341997.634527432,0.003235,-0.424438,-0.5056
341997.63947128,0.021347,-0.430832,-0.525833
341997.644415128,0.037323,-0.435089,-0.542877
341997.649358975,0.053299,-0.434036,-0.555664
341997.654272305,0.071411,-0.424438,-0.565247
341997.659216153,0.086319,-0.418045,-0.567383
341997.664160001,0.094849,-0.409531,-0.567383
341997.669103848,0.106567,-0.393555,-0.567383
341997.674047696,0.114014,-0.380768,-0.560989
341997.678961026,0.114014,-0.367981,-0.552475
341997.683904874,0.112961,-0.348801,-0.539688
341997.688818204,0.111893,-0.327499,-0.525833
341997.693762051,0.108688,-0.309387,-0.510925
341997.698705899,0.104431,-0.288086,-0.49707
341997.703619229,0.095917,-0.267853,-0.480026
341997.708563077,0.078873,-0.25293,-0.462982
341997.713506924,0.059692,-0.238022,-0.448074
341997.718450772,0.036255,-0.225235,-0.435287
341997.72339462,0.005371,-0.208191,-0.415054
341997.728338467,-0.034058,-0.191147,-0.38736
341997.733251797,-0.077728,-0.18689,-0.367111
341997.738195645,-0.123535,-0.174103,-0.344742
341997.743139493,-0.169342,-0.16452,-0.321304
341997.74808334,-0.215149,-0.152802,-0.296799
341997.753027188,-0.259888,-0.143219,-0.270172
341997.757940518,-0.300369,-0.1315,-0.242477
341997.762884366,-0.332321,-0.118713,-0.212646
341997.767828213,-0.361084,-0.097412,-0.183884
341997.772772061,-0.382385,-0.077164,-0.154053
341997.777715909,-0.398376,-0.054794,-0.123169
341997.782659756,-0.413284,-0.033493,-0.091202
341997.787603604,-0.423935,-0.017517,-0.057114
341997.792516934,-0.430328,0.001663,-0.023026
341997.797460782,-0.42926,0.013382,0.014252
341997.802404629,-0.427139,0.021912,0.054733
341997.807348477,-0.425003,0.029358,0.093079
341997.812261807,-0.420746,0.029358,0.130371
341997.817205655,-0.419678,0.029358,0.162323
341997.822149503,-0.421814,0.029358,0.193222
341997.82709335,-0.426071,0.027237,0.221985
341997.832037198,-0.433533,0.026169,0.24115
341997.836950528,-0.438858,0.025101,0.253937
341997.841894376,-0.446304,0.018707,0.26033
341997.846838223,-0.450577,0.010193,0.263519
341997.851782071,-0.453766,-0.003662,0.258194
341997.856725919,-0.450577,-0.019638,0.247543
341997.861639249,-0.439911,-0.039886,0.231567
341997.866613614,-0.426071,-0.065445,0.213455
341997.871557462,-0.402634,-0.088882,0.193222
341997.876501309,-0.370682,-0.114456,0.170853
341997.881445157,-0.335526,-0.137878,0.15274
341997.886389004,-0.304626,-0.163452,0.135696
341997.891332852,-0.270538,-0.18689,0.116516
341997.896246182,-0.234314,-0.207123,0.10054
341997.90119003,-0.20343,-0.222046,0.082428
341997.906133878,-0.182129,-0.232697,0.068573
341997.911077725,-0.165085,-0.241211,0.060059
341997.915991055,-0.15123,-0.242279,0.052597
341997.920934903,-0.141647,-0.243347,0.045151
341997.925878751,-0.127792,-0.247604,0.037689
341997.930822598,-0.108627,-0.258255,0.02916
341997.935766446,-0.08519,-0.280624,0.014252
341997.940710294,-0.050034,-0.316849,-0.0038599999999999
341997.945623624,-0.0074159999999999,-0.367981,-0.023026
341997.950567471,0.040512,-0.426575,-0.046463
341997.955511319,0.092712,-0.479828,-0.066711
341997.960455167,0.134262,-0.527771,-0.090149
341997.965399014,0.165146,-0.579971,-0.112518
341997.970312344,0.183258,-0.631104,-0.129562
341997.975256192,0.184326,-0.677979,-0.148727
341997.980169522,0.171539,-0.715256,-0.171097
341997.98511337,0.141724,-0.738693,-0.192413
341997.990057217,0.101242,-0.761063,-0.210526
341998.004858243,-0.072403,-0.798355,-0.236084
341998.00980209,-0.12886,-0.807938,-0.242477
341998.014745938,-0.177856,-0.802612,-0.258453
341998.019659268,-0.223663,-0.774918,-0.281891
341998.024603116,-0.265213,-0.740829,-0.307465
341998.029546963,-0.297165,-0.701416,-0.343674
341998.034490811,-0.314209,-0.646011,-0.390549
341998.039434659,-0.315277,-0.574646,-0.445938
341998.044378506,-0.298233,-0.486221,-0.506668
341998.049291837,-0.265213,-0.389282,-0.564194
341998.054235684,-0.210892,-0.303009,-0.605728
341998.059179532,-0.138443,-0.218842,-0.634491
341998.064092862,-0.048965,-0.15387,-0.644089
341998.06903671,0.042648,-0.114456,-0.644089
341998.073980557,0.131058,-0.088882,-0.638748
341998.078924405,0.200302,-0.078232,-0.633423
341998.083868253,0.252502,-0.085693,-0.62384
341998.0888121,0.290848,-0.102737,-0.605728
341998.093755948,0.322815,-0.136826,-0.578033
341998.098669278,0.354767,-0.184753,-0.540756
341998.103613126,0.379272,-0.227371,-0.490677
341998.108556973,0.403778,-0.264648,-0.439545
341998.113500821,0.422943,-0.293411,-0.379898
341998.118444669,0.431473,-0.310455,-0.320236
341998.123357999,0.433594,-0.32431,-0.261658
341998.128301846,0.417618,-0.332825,-0.201996
341998.133245694,0.385666,-0.340286,-0.153
341998.138189542,0.34198,-0.341354,-0.114639
341998.143133389,0.286591,-0.333893,-0.077362
341998.148046719,0.227997,-0.323242,-0.043274
341998.152990567,0.161957,-0.300873,-0.0177
341998.157934415,0.099106,-0.262527,0.007858
341998.162878262,0.04158,-0.212448,0.033432
341998.16782211,-0.0084839999999999,-0.151733,0.054733
341998.17273544,-0.050034,-0.087814,0.079239
341998.177679288,-0.077728,-0.017517,0.10054
341998.182623135,-0.092636,0.049606,0.12291
341998.187566983,-0.090515,0.111389,0.150604
341998.192510831,-0.077728,0.161453,0.179367
341998.197454678,-0.0553589999999999,0.200867,0.199615
341998.202368008,-0.019135,0.231766,0.219849
341998.207311856,0.033066,0.258392,0.240082
341998.212255704,0.092712,0.279694,0.255005
341998.217199551,0.152374,0.293549,0.275238
341998.222143399,0.210953,0.306335,0.295486
341998.227087247,0.258896,0.31485,0.318924
341998.232000577,0.29512,0.328705,0.344482
341998.236944424,0.326004,0.339355,0.36792
341998.241888272,0.346252,0.34787,0.391357
341998.24683212,0.359024,0.359589,0.415863
341998.251775967,0.362228,0.368118,0.438232
341998.256719815,0.362228,0.379837,0.45314
341998.261633145,0.359024,0.397949,0.473373
341998.266576993,0.351578,0.4086,0.489365
341998.27152084,0.340927,0.418182,0.498947
341998.27643417,0.322815,0.43309,0.507477
341998.281408536,0.299377,0.442688,0.512802
341998.286352383,0.273804,0.444809,0.511734
341998.291296231,0.238663,0.449081,0.506409
341998.296240079,0.207764,0.446945,0.500015
341998.301183926,0.177933,0.438416,0.49469
341998.306127774,0.152374,0.432037,0.488297
341998.311071622,0.131058,0.427765,0.478714
341998.315984952,0.114014,0.418182,0.471252
341998.320928799,0.098038,0.406464,0.464859
341998.325872647,0.08313,0.397949,0.457397
341998.330816495,0.065018,0.383026,0.44249
341998.335729825,0.0447849999999999,0.365982,0.426514
341998.340673672,0.024536,0.348938,0.411591
341998.34561752,0.0032349999999999,0.332962,0.394547
341998.350561368,-0.013809,0.315918,0.376434
341998.355505215,-0.031921,0.304199,0.360458
341998.360449063,-0.046829,0.29248,0.344482
341998.365392911,-0.060684,0.282898,0.329575
341998.370336758,-0.077728,0.274368,0.313599
341998.375219571,-0.092636,0.264786,0.297607
341998.380132901,-0.105423,0.254135,0.280563
341998.385076749,-0.11821,0.243484,0.263519
341998.390020596,-0.127792,0.227493,0.245407
341998.394964444,-0.134186,0.210449,0.228363
341998.399908292,-0.143768,0.197678,0.212387
341998.404852139,-0.150162,0.181686,0.193222
341998.409795987,-0.152298,0.162521,0.172974
341998.414709317,-0.155487,0.146545,0.154861
341998.419653165,-0.156555,0.127365,0.132492
341998.424597012,-0.150162,0.104996,0.111191
341998.42954086,-0.142715,0.084747,0.090958
341998.43445419,-0.13205,0.070908,0.063248
341998.439428555,-0.11821,0.052795,0.038757
341998.444372403,-0.106491,0.036819,0.013184
341998.449316251,-0.09584,0.025101,-0.011322
341998.454260098,-0.084122,0.019775,-0.03688
341998.459203946,-0.074524,0.012314,-0.060318
341998.464117276,-0.064941,0.0027309999999999,-0.077362
341998.469061124,-0.05748,-0.0089869999999999,-0.095474
341998.474004971,-0.048965,-0.017517,-0.108261
341998.478918301,-0.039383,-0.029236,-0.116776
341998.483862149,-0.030853,-0.042007,-0.122101
341998.488805997,-0.023392,-0.055862,-0.125305
341998.493749844,-0.019135,-0.064377,-0.123169
341998.498663174,-0.018066,-0.066513,-0.112518
341998.503607022,-0.022339,-0.064377,-0.1008
341998.50855087,-0.030853,-0.056931,-0.091202
341998.5134642,-0.042572,-0.043076,-0.075226
341998.518408047,-0.05748,-0.024963,-0.063507
341998.523351895,-0.069199,-0.0025939999999999,-0.051788
341998.528295743,-0.083054,0.024033,-0.046463
341998.53323959,-0.097961,0.050659,-0.046463
341998.538183438,-0.10968,0.079422,-0.048599
341998.543096768,-0.119278,0.107132,-0.05925
341998.548040616,-0.126724,0.134827,-0.070969
341998.552984463,-0.133118,0.157196,-0.081619
341998.557928311,-0.135254,0.178497,-0.094406
341998.562872159,-0.133118,0.197678,-0.108261
341998.567785489,-0.129929,0.211517,-0.123169
341998.572729337,-0.121399,0.230698,-0.132751
341998.577703702,-0.108627,0.24028,-0.139145
341998.582647549,-0.093704,0.249878,-0.137009
341998.587591397,-0.074524,0.271179,-0.13063
341998.592535245,-0.058548,0.294617,-0.118912
341998.597479092,-0.037247,0.327637,-0.106125
341998.602392422,-0.020203,0.364914,-0.090149
341998.60733627,-0.0031589999999999,0.405396,-0.072037
341998.612280118,0.019211,0.446945,-0.060318
341998.617193448,0.036255,0.489548,-0.049667
341998.622137295,0.045837,0.534302,-0.029419
341998.627081143,0.046906,0.565186,-0.005981
341998.632024991,0.040512,0.591827,0.017441
