error_direction
112.2624
108.21916
111.13871
109.15553
142.79375
98.091064
57.22686
26.255878
26.870174
2.0488863
0.41818267
3.2425528
5.3435464
2.8612437
3.899828
4.024263
3.073125
0.1514799
2.6158051
0.42928597
1.2259369
1.9895523
1.5943105
0.3241408
0.25375605
0.40441605
0.381652
0.46312994
0.4572039
1.0366743
0.9631337
0.59646773
0.4729698
1.107368
1.2849646
0.93813634
1.5613468
1.4312799
1.9111009
1.5041406
2.2204123
1.9775755
2.7075505
2.515535
2.8647745
2.4966824
1.7466774
0.41702914
2.2365606
2.2696548
2.5777476
2.786245
2.711494
2.846807
2.9930503
3.107099
2.9534495
2.7078953
2.683064
2.674142
1.4590876
0.6397337
1.1679711
2.2110217
2.342275
1.227382
1.1001244
1.6146426
2.7208428
1.1420505
1.33094
1.302947
1.3702784
1.3236375
1.6658034
2.4440053
1.9845071
1.300005
1.5006542
1.3566608
1.9521852
1.4801047
1.2291651
1.034363
1.158814
1.307642
1.3994985
1.1453133
0.8422679
0.036202826
0.2899032
0.33825925
0.64513934
1.9387949
0.62540865
0.8409375
0.7429428
0.26012957
0.13935813
0.06932792
0.9044647
0.11844942
0.16905923
0.7240622
0.56444216
0.9328983
2.4095304
2.3224738
1.6341803
1.3648753
1.562695
0.4892108
0.55643964
1.029537
1.7397838
2.423131
2.0790915
3.5714788
2.4808824
2.4717724
1.226718
2.1809263
1.5091064
2.168261
2.027082
1.6626606
2.1516342
3.1301208
3.1415563
2.8851418
2.7316725
3.7575665
3.5377936
3.0088873
5.107845
6.0688605
2.54882
2.6921403
4.711636
3.9916792
4.3670506
3.4821372
4.1526437
7.5934925
4.501078
0.3447775
0.19971626
2.0733213
18.829292
13.346388
3.5639963
1.203892
1.0830846
1.2106521
1.1624744
1.2390838
