Time (s),X (m/s^2),Y (m/s^2),Z (m/s^2)
87244.72999168,0.0174590185812751,9.99833890742535,-0.9888646847457688
87244.734935528,0.0254944454063809,9.98802390496672,-0.9367357534140924
87244.739879375,0.0178154813380184,9.972054592493944,-0.9320559631647252
87244.744792705,0.0199212851921202,9.972941999669471,-0.9353224289888936
87244.749736553,0.0214340739933752,9.965103425760056,-0.921950592498394
87244.754680401,0.0264640371625503,9.944329296148265,-0.9351485002421192
87244.759624248,0.0497527200089323,9.93419594467972,-0.95750673956334
87244.764568096,0.0675799260021748,9.941856889005487,-1.003397241256406
87244.769511944,0.0915012634766003,9.946427944001302,-1.038557353109835
87244.774425274,0.1166358582218458,9.9462610001384,-1.047338857595387
87244.779369121,0.1342060357191474,9.93285394642128,-1.0444900749214123
87244.784312969,0.1581784446641563,9.91287353691598,-1.0381849444220372
87244.789256817,0.2019415374451237,9.906674148157062,-1.0492794260873313
87244.794170147,0.2319789996521707,9.908549571358936,-1.0635834283105348
87244.799113994,0.229896778765605,9.913701869805031,-1.0547184276675634
87244.804057842,0.2224807592322822,9.909203592493943,-1.0284521294099251
87244.80900169,0.2075446664917691,9.922840259510403,-1.0104596480763566
87244.813945537,0.1766478732414251,9.948795090992702,-0.981982151490934
87244.818889385,0.1700282778942637,9.968460703847288,-0.9535722035691632
87244.823802715,0.1698150003478293,9.979701714129114,-0.9226687154689386
87244.828746563,0.1506025183347061,9.996437055743826,-0.8976680184198624
87244.83369041,0.1387765187069907,10.010232962539297,-0.8872499821404263
87244.838634258,0.1432487408124198,10.00325053691598,-0.9115113892520562
87244.843578106,0.158326129773205,9.989491740651006,-0.9489954446641564
87244.848491436,0.1774312851575204,9.958058001339824,-0.97140928520942
87244.853435283,0.1777370196011324,9.949644091039428,-1.000154885969772
87244.858409649,0.1853296881236724,9.932517715879976,-1.0187152578748728
87244.863322979,0.2071774279622984,9.899743286428146,-1.0282615710457064
87244.868266826,0.216156,9.900223128122088,-1.0442153689576157
87244.873180156,0.2305251421260122,9.910095142770178,-1.0426312861841154
87244.878154522,0.2440654848694285,9.928289504333415,-1.0301796069483025
87244.883067852,0.2389094289369938,9.951986856568764,-1.0206561431353074
87244.888011699,0.232828666761532,9.974885238762647,-1.0000611318898016
87244.89292503,0.2083807069787699,9.992092001983176,-0.9690155656868152
87244.897868877,0.1856117962334198,10.0007477222716,-0.943224722069732
87244.902843242,0.1792827425315593,10.005279871040225,-0.9255794423704332
87244.90778709,0.1428969254774823,9.996235629495082,-0.9286090371625504
87244.912730938,0.1328619631647251,9.969341314563676,-0.945713796426387
87244.917674785,0.1436498519454586,9.955063,-0.9507011855152476
87244.922618633,0.1132457959061443,9.942693999838587,-0.9523561481930676
87244.927562481,0.102399092740513,9.921148573912667,-0.9885823152542312
87244.932506328,0.1273038681101984,9.912655148054542,-1.012531666808257
87244.937419658,0.1669031414649535,9.938473998712077,-1.0182604282409282
87244.942363506,0.1925832037710302,9.941314462752294,-1.0375682409291305
87244.947307354,0.2012200185812751,9.942730148322926,-1.0204496107479435
87244.952251201,0.2027293706524494,9.958860110262512,-1.0238470892978686
87244.957164531,0.2271945701060177,9.97166014243965,-1.0156950013225243
87244.962108379,0.2508148704242121,9.99945888917135,-0.9718051478297876
87244.967052227,0.242873870226795,10.0034911479912,-0.9475204999192935
87244.971996074,0.2463962761766292,9.99216779662518,-0.9178443923264616
87244.976939922,0.2574748148462493,9.988669944422035,-0.8975139444220372
87244.981853252,0.2466014292156236,9.96584228681098,-0.9167651418127828
87244.9867971,0.2343556110752191,9.962395611277085,-0.9166986109093564
87244.99171043,0.2319750000172998,9.974570285574956,-0.9106948568646926
87244.99662376,0.2375359997040703,9.96499200059186,-0.913425857212522
87245.001567608,0.2370889814187248,9.940807610909356,-0.926493666850599
87245.006511455,0.2204602425303614,9.917992723776646,-0.9513780535787212
87245.011455303,0.2200464630840187,9.90785951849612,-0.9668910185812752
87245.016399151,0.2341468334275244,9.910019537081844,-0.9659915554972563
87245.021342998,0.2322841676556738,9.932495404676764,-0.9688701102625142
87245.026286846,0.2382727038517365,9.957590796430836,-0.9686473703075014
87245.031200176,0.242922143048808,9.971745142526148,-0.9869667131717186
87245.036144024,0.2497236482737737,9.958754221989023,-1.0250324632454315
87245.041087871,0.2627089251253123,9.929001131889802,-1.0091367451193372
87245.046031719,0.2660106666531819,9.903019092413238,-0.9977964260873312
87245.050975567,0.2683359630033123,9.896256111155926,-0.997013388758918
87245.055888897,0.2682322858362861,9.913173142126013,-0.9649920012533252
87245.060832744,0.253040279613022,9.928417443832304,-0.9262480212959664
87245.065776592,0.235543592493944,9.960936870751487,-0.8727276661644937
87245.070750957,0.2154330501342382,9.98536790777456,-0.817937161417186
87245.075664287,0.2133417138504843,9.997650285192528,-0.8120159993212342
87245.080608135,0.2142562221504383,9.995039240606305,-0.8055267034884568
87245.085521465,0.2118835713416359,9.98944514275288,-0.8107364276836687
87245.09049583,0.1890018115729344,9.996508392236196,-0.870767787997463
87245.095439678,0.1685232221864426,10.018776352089503,-0.931681907752625
87245.100383526,0.1640796110796691,9.990022369818814,-0.9451244999192936
87245.105327373,0.1726023689576153,9.95763009273426,-0.9522218502506248
87245.110240703,0.1809319999654002,9.974990427649068,-0.9766217134853552
87245.115184551,0.2147727411756995,9.990303055577964,-1.0045717224330115
87245.120097881,0.2415597141810136,9.989867857229822,-1.0134777144423437
87245.125041729,0.2262579442246201,9.981026592493944,-1.0201038890054872
87245.129985576,0.2374727004545246,9.970267408113155,-1.0366931838204136
