Time (s),X (µT),Y (µT),Z (µT)
87244.72999168,8.312269513259759,-36.18209536797193,13.445066118947535
87244.734935528,7.942232200599813,-36.54762450112041,13.272256920552293
87244.739879375,7.572194962787903,-36.91315356033273,13.09944775711144
87244.744792705,7.210182895054936,-37.27302619162408,12.929850978041165
87244.749736553,7.770210542056758,-37.08772571150914,13.104648744232186
87244.754680401,8.330238189058582,-36.90242523139419,13.279446510423208
87244.759624248,8.89026572278272,-36.717124788760266,13.454244241257609
87244.764568096,9.450293369784545,-36.53182430864533,13.629042007448628
87244.769511944,9.128528689537193,-36.513357611735536,14.13356925133608
87244.774425274,8.751095653179755,-36.50591306922176,14.656540922777191
87244.779369121,8.371318356621899,-36.49842228818871,15.18276080398589
87244.784312969,7.99154098324587,-36.49093150564049,15.70898079163394
87244.789256817,7.945288144182752,-36.80481964652527,15.337775795347651
87244.794170147,7.954167633444619,-37.16961969419728,14.821284169698068
87244.799113994,7.963102273769779,-37.53668553778669,14.301584582250689
87244.804057842,7.972036915902162,-37.9037514556231,13.781884889682829
87244.80900169,7.68554394111486,-37.71896265294303,13.91486211463718
87244.813945537,7.302189552238755,-37.35323799160682,14.261831652529125
87244.818889385,6.918835085820933,-36.98751325629489,14.608801260603158
87244.823802715,6.537847037546658,-36.624046112129015,14.953629051513882
87244.828746563,6.924202037466621,-36.38217093694441,15.064491954360651
87244.83369041,7.674419484088522,-36.19884285423823,15.06374079642786
87244.838634258,8.42463708245813,-36.01551473444998,15.062989638343131
87244.843578106,9.17485468082774,-35.83218661466172,15.0622384802584
87244.848491436,9.36071138928095,-35.86599638707785,14.867549834534888
87244.853435283,9.195007308154478,-36.0361330110924,14.549438854049654
87244.858409649,9.028280314536598,-36.20731991025265,14.22936413378578
87244.863322979,8.863599078867063,-36.37640632794911,13.913216764389537
87244.868266826,8.747808299065369,-36.49663802757928,13.638084036592057
87244.873180156,8.948402062871667,-36.30051074983759,13.63645966630259
87244.878154522,9.151487709162486,-36.10194707467822,13.634815117220944
87244.883067852,9.352081472968782,-35.90581979693653,13.63319074693148
87244.888011699,9.338517545454549,-35.98827018181818,13.56908609090909
87244.89292503,8.997236587955014,-36.49600435946933,13.410310102311565
87244.897868877,8.653835982970088,-37.00689200188099,13.250547978632143
87244.902843242,8.308315591579369,-37.52093331572931,13.089799655240146
87244.90778709,7.981415938465378,-37.97894046358386,12.946553821177051
87244.912730938,7.97216045596216,-37.41899767229587,13.12124669383069
87244.917674785,7.962904975331064,-36.85905499426841,13.295939531148925
87244.922618633,7.9536494928278465,-36.299112202980425,13.47063240380256
87244.927562481,7.980945276056777,-35.807925672130075,13.62939765087362
87244.932506328,8.366443129973792,-35.990549975988095,13.632072278036532
87244.937419658,8.749561412272188,-36.17204699053461,13.6347303954658
87244.942363506,9.135059344164484,-36.35467133133234,13.63740502316971
87244.947307354,9.48457955553202,-36.51981911106404,13.673030505874197
87244.952251201,9.481518357878445,-36.513696715756886,14.031574064718118
87244.957164531,9.478476056151214,-36.507612112302425,14.387904433351006
87244.962108379,9.475414857878445,-36.50148971575688,14.746448064718118
87244.967052227,9.416289920312956,-36.49615950221154,15.06950498928436
87244.971996074,8.845583147035757,-36.498057962823374,15.06874550550047
87244.976939922,8.27487625832077,-36.49995642381921,15.067986021562955
87244.981853252,7.707692300090255,-36.50184316575882,15.06723122586238
87244.9867971,7.206918275033141,-36.50373845948313,15.053688628419636
87244.99171043,7.578000062496055,-36.50558270720439,14.881427091854803
87244.99662376,7.949081849958969,-36.50742695492565,14.709165555289973
87245.001567608,8.32246852514361,-36.50928265776023,14.535834056485092
87245.006511455,8.695855124802735,-36.51113836021946,14.362502592740254
