x,y
0.0,0.0
-0.005843065173657767,0.0036699576804627774
-0.011903793767498946,0.006968073644433104
-0.01815104949103607,0.009897543890865498
-0.024563428393267202,0.012445365865458908
-0.03107932193170089,0.014715416833124193
-0.03748637244314009,0.01727660869315083
-0.04378187982218946,0.020100893884192093
-0.04994186380943045,0.023209687424608466
-0.05600454741158386,0.026504208260812137
-0.06204648213809957,0.029836628516500704
-0.06807449701605431,0.0331941628247627
-0.07408619554916467,0.036580825008535794
-0.08007851234729232,0.04000166399785948
-0.08603985944881007,0.043476191409641686
-0.09197832982721445,0.04698967537357461
-0.09790155704760634,0.050528796633945404
-0.10381810063846883,0.05407907999410469
-0.10982484577590013,0.05747452000299094
-0.11592357504246584,0.06070182558708658
-0.12210834302316709,0.06376101584349309
-0.12834824457869387,0.06670611831663971
-0.13430892574760003,0.07018178803665734
-0.1401252105385086,0.07389404223472161
-0.14582829473440515,0.07777796173112149
-0.15164517975224026,0.08148927533809211
-0.15756250068586902,0.0850382629357654
-0.16357593327320655,0.08842184513774412
-0.16967420305601463,0.0916500188716206
-0.17577223851818147,0.09487863521645869
-0.1818576104549903,0.09813105714337705
-0.18793612241325253,0.10139628184824241
-0.19401748006413716,0.10465620349178337
-0.2000980419287679,0.10791760923323876
-0.20618352198305778,0.11116982886125283
-0.21226232203499634,0.11443451719684503
-0.21834629220711663,0.11768956050604239
-0.22449972154363287,0.12081130799751272
-0.23072711266152302,0.12378277226026653
-0.23702837633430457,0.12659419114155826
-0.24340063342760937,0.12924076242093593
-0.2496729087679561,0.13211627316772137
-0.25579649993800824,0.13529615228209965
-0.26177636783838354,0.13873870655096182
-0.26761773980466513,0.14241135866510757
-0.2734960757998337,0.1460245519796018
-0.2794579603766156,0.14949815706555072
-0.28550106974622724,0.15282844671465207
-0.29161537198254966,0.1560261502911117
-0.29770043478572095,0.15927915054955946
-0.30372392372527296,0.16264479773770832
-0.3096863055049948,0.1661175493143174
-0.3155713457424963,0.16971981268655834
-0.32145722876634364,0.17332069883160447
-0.327386479975914,0.17684971853880482
-0.33335880469136203,0.18030534257698505
-0.33937917832514886,0.1836765591689003
-0.34543408653682534,0.186985348456264
-0.35145155540418854,0.19036174719313068
-0.3574188978723869,0.19382596772122013
-0.36334195790364554,0.19736536878158426
-0.3692257226923167,0.20096971503459515
-0.37508865742636455,0.2046078459151841
-0.3809309901494112,0.20827896949703453
-0.3867540839551618,0.2119805338324782
-0.39255789150748577,0.2157122650521117
-0.39834319478388125,0.21947261955669334
-0.40410050456251445,0.22327569516899112
-0.4098276103717233,0.22712410510689093
-0.4155338864927659,0.23100333348769286
-0.42133046891726955,0.23474627780947158
-0.42721709588134804,0.23834594765346898
-0.4331954048088277,0.24179120850972025
-0.4392517201184333,0.24509742158068784
-0.4452947807556391,0.24842779965758138
-0.451331482315083,0.2517696904819811
-0.45735650439969305,0.2551325923360294
-0.4633713727062356,0.2585136216548834
-0.46942698448643017,0.26182112312390327
-0.47551278954620746,0.2650727345358634
-0.48162823200399096,0.2682682569572428
-0.4877687930562186,0.27141524122219635
-0.4938923349305836,0.27459521526499897
-0.500005823137712,0.27779447485767067
-0.5061036868666328,0.2810234155420923
-0.5121808467794928,0.28429115595306836
-0.5181611472199293,0.2877329587716671
-0.5240393897078903,0.29134630420944774
-0.5298203465378526,0.29511333727674527
-0.5354885030952854,0.29904805470502793
-0.5412730695994362,0.30280954249034053
-0.5471889358765424,0.3063609543492211
-0.5533989539301533,0.3093685573439376
-0.5595886939264537,0.31241767504881535
-0.5657539394445498,0.31551602101103393
-0.5718946126147408,0.3186627864959241
-0.5780659542864217,0.3217489721629531
