x,y,z
0.0,0.0,0.0
1.0162775970718161e-07,6.249547064469345e-07,0.00012040220672024698
1.5712282949214275e-07,1.8777677351592773e-06,0.00048162007074588516
5.61555817362896e-07,3.29278929849788e-06,0.001078871757779322
1.7244840796844235e-06,5.030211612155781e-06,0.001919116443615548
3.3604931035340402e-06,6.599568038875584e-06,0.0029990356419259717
6.4387327880461716e-06,7.260176568969929e-06,0.004317872000645556
1.2311165792481235e-05,6.386051770004905e-06,0.005874605167912423
2.085296289245271e-05,3.504258444668028e-06,0.007656394983347857
3.2050170557996064e-05,-1.3132094136168491e-06,0.009671568767365779
4.565036875136448e-05,-7.832707547949457e-06,0.011934171479670276
6.085914887450643e-05,-1.5969685923333932e-05,0.014415267974425192
7.76702422203038e-05,-2.5614443119077692e-05,0.017119484980111364
9.576122689000999e-05,-3.6182876052090544e-05,0.020030130177666656
0.00011478920283550297,-4.7379361665031956e-05,0.02314521168328375
0.00013415004323704793,-5.908975165611148e-05,0.026463223337311912
0.00015335321993190465,-7.073859441465468e-05,0.029983290664311723
0.00017217555999774866,-8.169034608874067e-05,0.033704487540942664
0.00019033135561717705,-9.223322832685412e-05,0.03762584977369506
0.00020772288819334266,-0.00010257903335672299,0.041720896066168606
0.00022470384457535194,-0.00011281440434428826,0.04604051919556652
0.00025846722639703905,-0.00013306080359396422,0.05531719699608886
0.00027533983429495803,-0.00014326264892249211,0.06027042991933852
0.0002917847800847151,-0.00015360502540665808,0.06538540919655067
0.0003079867316681755,-0.00016394527917913847,0.07072452101687253
0.00032359475240493834,-0.0001739013583528334,0.0762554634158937
0.0003384541870256091,-0.00018300961594868337,0.08197716662198763
0.00035224828362611055,-0.0001908495184775381,0.08785105813003481
0.00036494124992294993,-0.00019733669534689947,0.09394936436206755
0.00037653535050214613,-0.00020278299156898394,0.10023549124948222
0.0003863897135999108,-0.00020702065228281826,0.10670846582619423
0.00039367662640993453,-0.00020942097594380763,0.1133672978748271
0.00039774199810878503,-0.00021009450251408893,0.12021059926560836
0.00039816334966109277,-0.0002091517908223772,0.12719312558264712
0.00039495934269142494,-0.00020650662944158118,0.13440038794320078
0.0003880644853709973,-0.0002024627656884611,0.1417883024276916
0.0003774040442527069,-0.00019778773086206197,0.1493557553369323
0.00036307211142837476,-0.00019307555959630613,0.15710197226791578
0.00034558208625926626,-0.00018832709156194047,0.16497636916832506
0.00032549551836920067,-0.00018334057363873215,0.17307497822775228
0.0003037043455607371,-0.00017824259835658792,0.1813483701012026
0.00028050682889065146,-0.00017336086671159028,0.18979590632065543
0.0002559171686899552,-0.00016884979447043548,0.19841677614694445
0.00022982978337672205,-0.00016468545236317358,0.20715538777338052
0.00020155836940113835,-0.00016089773008292905,0.21611936799730272
0.0001712881586641952,-0.00015759392808684068,0.22525445836255692
0.00013948996614877415,-0.00015467937899711352,0.23456030126044292
0.00010658274284089401,-0.00015213455166927228,0.24403635389975448
7.272833731702137e-05,-0.00014959762276765161,0.25368204340731576
3.808464487633446e-05,-0.00014652198563309146,0.26355846372668196
3.0474730845615856e-06,-0.0001431570542927503,0.27354409832996823
-3.297561872970292e-05,-0.00013956103318087673,0.28369804103981744
-6.981760904314461e-05,-0.00013545465527025705,0.2939555764556422
-0.00010779078655479277,-0.00013056416439950871,0.30444399428993835
-0.00014594236741660396,-0.00012527788041134856,0.31503333711137854
-0.00018446186790859086,-0.00011949769027952702,0.3258545741014097
-0.00022296360198722904,-0.00011291147619535721,0.33684244265926316
-0.00026120194567603484,-0.00010559627203610242,0.34799657165692555
-0.0002988477579531554,-9.739697775200439e-05,0.3593161823784038
-0.00033564407739021903,-8.829905759193106e-05,0.3708006070955888
-0.0003715790009313831,-7.835199584369765e-05,0.3824493466232124
-0.00040652076888511715,-6.796779417133753e-05,0.3941883724606101
-0.00044052890395436143,-5.7315613119882267e-05,0.4060878479148654
-0.0004738838005448655,-4.615153385876016e-05,0.41822205714420324
-0.0005065219898576269,-3.4678151374923944e-05,0.4305170719954474
-0.0005381769885049952,-2.3497051925332844e-05,0.4428949267220789
-0.0005693522715671424,-1.2841642471167558e-05,0.4555086316643891
-0.0005995233096856285,-2.8838809117406756e-06,0.46828137043907453
-0.0006286387906597412,6.237547981860108e-06,0.481131812477604
-0.0006574788797486594,1.4632079321894254e-05,0.49421889464165825
-0.0006857121273780588,2.2288575391672772e-05,0.5074634582465537
-0.0007134456457700011,2.9427521588996286e-05,0.5208651292140961
-0.0007410293359733281,3.624393885136286e-05,0.5344234622703764
-0.0007684528320993322,4.265462902757121e-05,0.548137947179909
-0.000795562891615839,4.8498532821945604e-05,0.562007809646628
-0.0008220517785691528,5.387410075876677e-05,0.5759451871516339
-0.000848345091757045,5.906357872149184e-05,0.5901229843509073
-0.0008743998634004597,6.431147100304657e-05,0.6044553258043209
-0.0009001448345848299,6.955088063478257e-05,0.6189424250474553
-0.0009254716989873801,7.478335764265396e-05,0.6335839520728657
-0.0009503139095015735,8.014014382400856e-05,0.648287181057596
-0.0009752304412650948,8.557008002480335e-05,0.6632343308294917
-0.0010002438341883647,9.103245373234192e-05,0.6783347682765118
-0.0010255363011185575,9.656359496805324e-05,0.6935884848396949
-0.0010513452752657021,0.00010225649203837546,0.7089951265928555
-0.0010775856436372588,0.00010827212127513712,0.7244574108370366
-0.001104374035567485,0.00011467837433199967,0.7401668214174147
-0.0011313199929164602,0.00012157761466923666,0.7559287992612007
-0.0011591330352881657,0.00012908417846473142,0.7720377393415441
-0.0011877920452013633,0.000136568276943655,0.7882985210361235
-0.0012167620303751934,0.00014373678035333427,0.804507660174714
-0.0013087243898178324,0.0001642571460967099,0.8544969328650488
-0.0013409465047611634,0.0001703576813591921,0.8715803319009854
-0.001373430008236674,0.00017587341071778465,0.8888096377487033
-0.0014059680676268942,0.0001813476507808193,0.9060763466427986
-0.0014388458346636097,0.00018699855078752015,0.9235941991951072
-0.0014717526645269886,0.00019307276331087205,0.9412563469667488
-0.0015046446967724486,0.00019973814656367746,0.9590631422270477
-0.001537167078201894,0.00020681947466956143,0.9770142827460297
-0.001569014173408662,0.00021431245634968184,0.9949967322595908
-0.0016008285442585407,0.00022221661750510362,1.0132339362433616
-0.001632249819654012,0.0002301650207350033,1.031615228289839
-0.0016634887001541158,0.00023815711037387325,1.0501403626821733
-0.0016951279734336428,0.0002464646617540577,1.0688082448565959
-0.0017270794156173806,0.0002554207004986425,1.0876180771343793
-0.0017587182807553183,0.00026555607491652303,1.1064522745986305
-0.0017897288505172937,0.000277261337236536,1.1255454274230101
-0.0018188147347773494,0.0002900176499195212,1.1447820233144164
-0.0018454719227678636,0.0003036292217078319,1.1641619114692872
-0.0018693530252579063,0.00031815651685960925,1.1836852864363883
-0.001889938275848947,0.00033408099757334224,1.2033525203259807
-0.0019071922156351732,0.00035188486553130397,1.2231627622079282
-0.0019287073451700804,0.0003929061910110276,1.2631841703714128
-0.0019319283103033057,0.00041569763126505957,1.28351814957587
-0.0019300666370501544,0.00043921321294888556,1.3038664247656357
